SongName,ArtistName,Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,URL,cluster
Hello (feat. A Boogie Wit da Hoodie),Pop Smoke,78,0.828,0.434,5,-10.609,1,0.301,0.0394,0.0,0.0806,0.38,115.071,131600,https://i.scdn.co/image/ab67616d0000b27346e1307c35579c3483ea7b03,1
Deep End Freestyle,Sleepy Hallow,74,0.572,0.759,2,-4.312,1,0.0506,0.127,0.0,0.224,0.519,80.95,163733,https://i.scdn.co/image/ab67616d0000b273a5002e8af5089baebb3b7d5a,2
Gang Shit No Lame Shit,Key Glock,69,0.475,0.124,2,-9.463,1,0.0444,0.926,0.0,0.0972,0.19,94.42,207310,https://i.scdn.co/image/ab67616d0000b2731ab3ee1984445d5b9d5158ea,0
Sideways,ILLENIUM,66,0.524,0.882,5,-3.038,1,0.0367,0.108,1.1e-06,0.071,0.399,119.94,204547,https://i.scdn.co/image/ab67616d0000b2733541c6577c1e4b7d58e8b588,2
Nightlight,ILLENIUM,82,0.421,0.407,10,-7.445,1,0.0267,0.309,0.000961,0.11,0.161,139.028,285120,https://i.scdn.co/image/ab67616d0000b273223f97eeb08ae88cf6bf8dfc,0
Night Changes,One Direction,36,0.292,0.945,4,-6.772,1,0.193,0.178,0.0767,0.348,0.0615,162.172,300173,https://i.scdn.co/image/ab67616d0000b273d304ba2d71de306812eebaf4,1
Alive,Empire of the Sun,66,0.272,0.281,10,-8.131,1,0.0307,0.618,0.0,0.111,0.152,138.856,305893,https://i.scdn.co/image/ab67616d0000b273bd75527abad4529d0cc49afc,0
A Thousand Years,Christina Perri,40,0.523,0.108,0,-21.457,1,0.0411,0.947,0.826,0.0987,0.139,112.001,131637,https://i.scdn.co/image/ab67616d0000b2733dea4a2ccd58ad1f8e4dbb03,3
I Know It's You,Guards,81,0.447,0.449,2,-10.634,1,0.0376,0.934,0.961,0.0697,0.036,92.468,315427,https://i.scdn.co/image/ab67616d0000b273e83f4209f2d7c46f1df69b59,3
A Thousand Years (feat. Steve Kazee) - Pt. 2; The Twilight Saga: Breaking Dawn Soundtrack,Christina Perri,81,0.447,0.449,2,-10.634,1,0.0376,0.934,0.961,0.0697,0.036,92.468,315427,https://i.scdn.co/image/ab67616d0000b27333d6ad1275ae8ebe156686f5,3
Main Title,Carlos Rafael Rivera,41,0.322,0.257,5,-19.638,1,0.0359,0.387,0.906,0.0889,0.0378,60.344,78496,https://i.scdn.co/image/ab67616d0000b273239a1395e4d595efc28af924,3
Beth's Story,Carlos Rafael Rivera,42,0.276,0.0985,5,-28.017,0,0.0342,0.989,0.907,0.0795,0.125,134.587,66448,https://i.scdn.co/image/ab67616d0000b2735c31c2a42a670aef0c883c43,3
Methuen Home For Children 1957,Carlos Rafael Rivera,45,0.352,0.0774,9,-24.864,0,0.0345,0.946,0.877,0.118,0.138,108.077,184294,https://i.scdn.co/image/ab67616d0000b2735c31c2a42a670aef0c883c43,3
The Scholar's Mate,Carlos Rafael Rivera,95,0.563,0.664,9,-5.044,1,0.154,0.335,0.0,0.0849,0.688,166.928,178147,https://i.scdn.co/image/ab67616d0000b2735c31c2a42a670aef0c883c43,2
You're Gloating,Carlos Rafael Rivera,90,0.762,0.701,8,-3.541,1,0.0286,0.235,0.000158,0.123,0.742,110.968,208867,https://i.scdn.co/image/ab67616d0000b2735c31c2a42a670aef0c883c43,2
Training With Mr. Schaibel,Carlos Rafael Rivera,89,0.702,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,203064,https://i.scdn.co/image/ab67616d0000b2735c31c2a42a670aef0c883c43,2
Mishri,Anuv Jain,79,0.748,0.734,0,-6.499,1,0.124,0.524,1.15e-05,0.0975,0.368,97.753,80081,https://i.scdn.co/image/ab67616d0000b273aac0305160f2e950afa2ff5f,2
SugarCrash!,ElyOtto,59,0.751,0.857,1,-4.385,0,0.0752,0.31,0.0,0.0801,0.501,104.984,151999,https://i.scdn.co/image/ab67616d0000b27366f688086d483cf5781942e0,2
Higher Power,Coldplay,79,0.748,0.734,0,-6.499,1,0.124,0.524,1.15e-05,0.0975,0.368,97.753,80081,https://i.scdn.co/image/ab67616d0000b273b1092c02972b0bfd91703f75,2
Break My Heart Myself (feat. Travis Barker),Bebe Rexha,0,0.507,0.828,10,-6.023,1,0.0449,0.00711,2.44e-05,0.261,0.489,178.032,211295,https://i.scdn.co/image/ab67616d0000b27359684831e2b29bf06842f204,2
Echo (with KSHMR),Armaan Malik,65,0.699,0.299,6,-12.599,1,0.0403,0.869,0.0,0.0724,0.459,118.969,212773,https://i.scdn.co/image/ab67616d0000b2731b91d6e06291ba7b2a448b25,0
Astronomy,Conan Gray,66,0.63,0.729,6,-4.93,1,0.0287,0.123,8e-06,0.0786,0.44,127.919,234737,https://i.scdn.co/image/ab67616d0000b27360a89b781c62ffe2136e4396,2
Alag Aasmaan,Anuv Jain,77,0.735,0.584,1,-5.047,1,0.14,0.189,0.0,0.125,0.395,93.016,219187,https://i.scdn.co/image/ab67616d0000b2735d7a296e99b415bc012c03e3,2
Sau Aasmaan,Armaan Malik,59,0.657,0.582,1,-6.735,1,0.0646,0.113,0.0,0.182,0.574,82.023,200861,https://i.scdn.co/image/ab67616d0000b273edfe45782ad611717d77b2ee,2
Besabriyaan,Armaan Malik,67,0.614,0.605,0,-5.63,1,0.0319,0.21,0.0,0.162,0.333,127.099,217867,https://i.scdn.co/image/ab67616d0000b27302dde7bfff94df00c8b76eb4,2
What If (I Told You I Like You),Johnny Orlando,0,0.333,0.637,1,-4.904,0,0.0581,0.131,1.8e-05,0.149,0.132,139.898,172693,https://i.scdn.co/image/ab67616d0000b27375e1e43df4509a116d29e7ab,0
Everybody Wants You,Johnny Orlando,86,0.459,0.575,3,-4.858,1,0.0573,0.604,0.0,0.0885,0.183,111.881,215107,https://i.scdn.co/image/ab67616d0000b273fb0ea2ab8c0a71549518e6fd,0
Two of Us,Louis Tomlinson,68,0.302,0.414,2,-8.16,1,0.0319,0.0575,0.0,0.0861,0.105,110.508,242956,https://i.scdn.co/image/ab67616d0000b2737523b7e42168f3122351721b,0
Wonder,Shawn Mendes,61,0.703,0.628,0,-5.914,1,0.203,0.364,0.0,0.384,0.471,138.032,205217,https://i.scdn.co/image/ab67616d0000b2736f093a6ae88a5ca8ed53b9f7,1
Before You Go,Lewis Capaldi,85,0.516,0.467,0,-6.184,1,0.0302,0.662,0.0,0.0853,0.386,132.861,173307,https://i.scdn.co/image/ab67616d0000b2737b9639babbe96e25071ec1d4,0
"A Whole New World (End Title) - From ""Aladdin""",ZAYN,81,0.447,0.449,2,-10.634,1,0.0376,0.934,0.961,0.0697,0.036,92.468,315427,https://i.scdn.co/image/ab67616d0000b2736c076fc850f473e8eb9a898c,3
Just Like You,Louis Tomlinson,81,0.447,0.449,2,-10.634,1,0.0376,0.934,0.961,0.0697,0.036,92.468,315427,https://i.scdn.co/image/ab67616d0000b273e0783b9378aa3857b8a9d24d,3
What A Time (feat. Niall Horan),Julia Michaels,81,0.447,0.449,2,-10.634,1,0.0376,0.934,0.961,0.0697,0.036,92.468,315427,https://i.scdn.co/image/ab67616d0000b2737e706949994bcef39b09da4e,3
Interstellar Main Theme - Piano Version,Patrik Pietschmann,63,0.331,0.0451,9,-24.527,0,0.0337,0.908,0.931,0.0893,0.0381,95.954,243209,https://i.scdn.co/image/ab67616d0000b273123a885436711727d613db69,3
Interstellar- Main Theme,Geek Music,63,0.331,0.0451,9,-24.527,0,0.0337,0.908,0.931,0.0893,0.0381,95.954,243209,https://i.scdn.co/image/ab67616d0000b27326e2199cc7f1893afcf44f6a,3
Without Me (with Juice WRLD),Halsey,40,0.523,0.108,0,-21.457,1,0.0411,0.947,0.826,0.0987,0.139,112.001,131637,https://i.scdn.co/image/ab67616d0000b273309b0cb81728d42a6dfb2b81,3
Without Me,Halsey,40,0.523,0.108,0,-21.457,1,0.0411,0.947,0.826,0.0987,0.139,112.001,131637,https://i.scdn.co/image/ab67616d0000b2736ca5c90113b30c3c43ffb8f4,3
you broke me first,Tate McRae,40,0.523,0.108,0,-21.457,1,0.0411,0.947,0.826,0.0987,0.139,112.001,131637,https://i.scdn.co/image/ab67616d0000b2736c2b76e0d78170d577add561,3
Jalebi Baby,Tesher,67,0.614,0.605,0,-5.63,1,0.0319,0.21,0.0,0.162,0.333,127.099,217867,https://i.scdn.co/image/ab67616d0000b27358ad3c6d598cb14b31c334dc,2
Switch It Up (feat. sokodomo) - Prod. Cha Cha Malone,JAY B,65,0.639,0.411,2,-5.979,1,0.042,0.55,0.0,0.141,0.158,96.965,180120,https://i.scdn.co/image/ab67616d0000b273e11089c7ff5bee1cef0ff2a8,0
Mera Mann Kehne Laga,Falak Shabir,81,0.704,0.558,2,-7.273,0,0.0542,0.148,0.0,0.107,0.245,110.444,222091,https://i.scdn.co/image/ab67616d0000b273785c415336347fca03a1d638,2
Good Years,ZAYN,69,0.475,0.124,2,-9.463,1,0.0444,0.926,0.0,0.0972,0.19,94.42,207310,https://i.scdn.co/image/ab67616d0000b2732bdcb339402ebd78651f09c8,0
Grenade,Bruno Mars,69,0.475,0.124,2,-9.463,1,0.0444,0.926,0.0,0.0972,0.19,94.42,207310,https://i.scdn.co/image/ab67616d0000b273f60070dce96a2c1b70cf6ff0,0
Talking to the Moon,Bruno Mars,77,0.428,0.276,4,-11.729,1,0.0312,0.732,5.33e-06,0.117,0.0382,99.195,280000,https://i.scdn.co/image/ab67616d0000b273f6b55ca93bd33211227b502b,0
"My Heart Will Go On - Love Theme from ""Titanic""",Céline Dion,46,0.763,0.84,9,-3.907,1,0.0354,0.0451,0.00435,0.104,0.349,127.046,249244,https://i.scdn.co/image/ab67616d0000b273ccdf9a5a2e2054b0e9d65c04,2
Stereo Hearts (feat. Adam Levine),Gym Class Heroes,69,0.475,0.124,2,-9.463,1,0.0444,0.926,0.0,0.0972,0.19,94.42,207310,https://i.scdn.co/image/ab67616d0000b27318b8088fe0c3dbf78398b55a,0
Stereo Love,Edward Maya,80,0.706,0.625,0,-7.426,1,0.0314,0.0417,0.0,0.129,0.225,142.948,242181,https://i.scdn.co/image/ab67616d0000b27363930afae902cae1ca1c65b9,2
Righteous,Juice WRLD,73,0.53,0.37,6,-9.989,1,0.0279,0.806,0.0,0.112,0.701,140.061,206734,https://i.scdn.co/image/ab67616d0000b2733e0698e4ae5ffb82a005aeeb,0
734,Juice WRLD,84,0.625,0.814,0,-5.181,1,0.0657,0.0172,0.0,0.158,0.535,144.991,205485,https://i.scdn.co/image/ab67616d0000b273bf640cd39d097f99c6f6e48f,2
Life's A Mess II (with Clever & Post Malone),Juice WRLD,72,0.761,0.517,5,-6.916,1,0.0927,0.114,0.0,0.157,0.46,147.912,174730,https://i.scdn.co/image/ab67616d0000b273b56014f5fa93df5ade506b5b,2
Lucid Dreams (feat. Lil Uzi Vert) - Remix,Juice WRLD,77,0.745,0.5,8,-6.184,1,0.135,0.439,0.0,0.0943,0.433,76.968,168685,https://i.scdn.co/image/ab67616d0000b273bf640cd39d097f99c6f6e48f,2
Come & Go (with Marshmello),Juice WRLD,82,0.474,0.631,5,-5.884,0,0.343,0.0687,0.0,0.132,0.425,180.051,189323,https://i.scdn.co/image/ab67616d0000b2733e0698e4ae5ffb82a005aeeb,1
Blastoff (feat. Juice Wrld & Trippie Redd),Internet Money,66,0.68,0.766,11,-4.799,0,0.0923,0.0411,0.0,0.116,0.28,160.095,180000,https://i.scdn.co/image/ab67616d0000b273a64752f7639c1220d56ea129,2
Stay High,Juice WRLD,67,0.788,0.605,1,-5.586,1,0.0578,0.00899,0.00275,0.318,0.427,103.94,173973,https://i.scdn.co/image/ab67616d0000b2733e0698e4ae5ffb82a005aeeb,2
Bandit (with YoungBoy Never Broke Again),Juice WRLD,74,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,176561,https://i.scdn.co/image/ab67616d0000b2738b27d35aa2c6dcf99895d664,1
No Me Ame,Rvssian,87,0.76,0.479,2,-5.574,1,0.0466,0.556,0.0,0.0703,0.913,89.911,158040,https://i.scdn.co/image/ab67616d0000b273155eef1dc49d17e457d64c05,2
One Dance,Drake,81,0.865,0.521,0,-6.932,1,0.0371,0.548,0.000115,0.0989,0.748,129.059,244885,https://i.scdn.co/image/ab67616d0000b27372d0af2341359a90710c1fdc,2
Lean On,Major Lazer,84,0.73,0.769,8,-5.114,1,0.0298,0.138,0.0,0.0473,0.507,104.948,228093,https://i.scdn.co/image/ab67616d0000b273d6d24aee7b49a2db98a76856,2
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,86,0.778,0.317,1,-10.732,0,0.334,0.592,0.0,0.0881,0.327,140.048,178627,https://i.scdn.co/image/ab67616d0000b273e2e352d89826aef6dbd5ff8f,1
Rolling in the Deep,Adele,40,0.523,0.108,0,-21.457,1,0.0411,0.947,0.826,0.0987,0.139,112.001,131637,https://i.scdn.co/image/ab67616d0000b273164feb363334f93b6458d2a9,3
7 rings,Ariana Grande,50,0.472,0.612,0,-10.982,1,0.0424,0.448,0.823,0.41,0.499,92.998,109896,https://i.scdn.co/image/ab67616d0000b27356ac7b86e090f307e218e9c8,0
Wake Me Up,Avicii,52,0.0916,0.0271,0,-27.397,0,0.0404,0.945,0.847,0.0892,0.0594,55.269,127615,https://i.scdn.co/image/ab67616d0000b273d7bf0bf26378891c79862cc1,3
Love The Way You Lie,Eminem,46,0.763,0.84,9,-3.907,1,0.0354,0.0451,0.00435,0.104,0.349,127.046,249244,https://i.scdn.co/image/ab67616d0000b273c08d5fa5c0f1a834acef5100,2
Morning,Zara Larsson,52,0.0916,0.0271,0,-27.397,0,0.0404,0.945,0.847,0.0892,0.0594,55.269,127615,https://i.scdn.co/image/ab67616d0000b273c6ae19f52e591cb23bc5f2a8,3
I Should Quit,JESSIA,41,0.437,0.022,11,-29.447,0,0.04,0.976,0.916,0.11,0.0791,99.971,74046,https://i.scdn.co/image/ab67616d0000b27354e79acad5cb792e2894e547,3
Am I Good Enough Now?,Carlos Rafael Rivera,79,0.733,0.96,7,-3.597,1,0.0295,0.0514,0.00199,0.287,0.811,124.01,189672,https://i.scdn.co/image/ab67616d0000b2735c31c2a42a670aef0c883c43,2
u love u (with Tate McRae),blackbear,0,0.671,0.336,10,-8.494,0,0.241,0.705,0.00751,0.0577,0.518,75.051,212496,https://i.scdn.co/image/ab67616d0000b2734002bbdd8f0cfa21ae9dc859,0
By Your Side (feat. Tom Grennan),Calvin Harris,76,0.706,0.824,0,-7.959,1,0.0694,0.355,0.000133,0.111,0.86,94.98,132000,https://i.scdn.co/image/ab67616d0000b27326ab76de7cfa7b953e58caee,2
Lost Cause,Billie Eilish,74,0.572,0.759,2,-4.312,1,0.0506,0.127,0.0,0.224,0.519,80.95,163733,https://i.scdn.co/image/ab67616d0000b2732a038d3bf875d23e4aeaa84e,2
seaside_demo,SEB,73,0.591,0.831,4,-6.612,1,0.0355,0.235,0.00142,0.0571,0.678,93.007,187307,https://i.scdn.co/image/ab67616d0000b273a174eea9577d7e0974cc00d8,2
Last Train Home,John Mayer,86,0.778,0.317,1,-10.732,0,0.334,0.592,0.0,0.0881,0.327,140.048,178627,https://i.scdn.co/image/ab67616d0000b273779063301154e835a91a35e0,1
t r a n s p a r e n t s o u l feat. Travis Barker,WILLOW,87,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977,233713,https://i.scdn.co/image/ab67616d0000b27302b0ac4db2fd46d936e748cd,2
Shape of You,Ed Sheeran,40,0.523,0.108,0,-21.457,1,0.0411,0.947,0.826,0.0987,0.139,112.001,131637,https://i.scdn.co/image/ab67616d0000b273ba5db46f4b838ef6027e6f96,3
bad guy,Billie Eilish,40,0.523,0.108,0,-21.457,1,0.0411,0.947,0.826,0.0987,0.139,112.001,131637,https://i.scdn.co/image/ab67616d0000b27350a3147b4edd7701a876c6ce,3
Rather Be (feat. Jess Glynne),Clean Bandit,57,0.614,0.228,5,-12.336,1,0.0316,0.835,0.0,0.106,0.146,109.569,131500,https://i.scdn.co/image/ab67616d0000b2737e519297d9876b6afff2ab7b,0
Cocaine,Pink Sweat$,90,0.762,0.701,8,-3.541,1,0.0286,0.235,0.000158,0.123,0.742,110.968,208867,https://i.scdn.co/image/ab67616d0000b2736b219c8d8462bfe254a20469,2
Honesty,Pink Sweat$,89,0.702,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,203064,https://i.scdn.co/image/ab67616d0000b273e94370c83320486d73aa7cc8,2
Mask Off,Future,0,0.671,0.336,10,-8.494,0,0.241,0.705,0.00751,0.0577,0.518,75.051,212496,https://i.scdn.co/image/ab67616d0000b273e0b64c8be3c4e804abcb2696,0
Mask Off - Marshmello Remix,Future,77,0.818,0.913,4,-3.06,0,0.0426,0.093,3.69e-05,0.161,0.536,119.986,219160,https://i.scdn.co/image/ab67616d0000b273d338f56a62eabfe658ff5e9d,2
Hymn for the Weekend - Seeb Remix,Coldplay,81,0.731,0.445,0,-8.418,1,0.0533,0.0586,1.96e-05,0.14,0.106,117.97,247160,https://i.scdn.co/image/ab67616d0000b273ac08ece7ad90165ac7d532c4,2
The Scientist,Coldplay,84,0.649,0.716,8,-5.371,1,0.0349,0.0863,2.63e-05,0.135,0.163,99.988,205947,https://i.scdn.co/image/ab67616d0000b273de09e02aa7febf30b7c02d82,2
My Way,Calvin Harris,0,0.638,0.924,7,-3.887,1,0.036,0.00205,0.000175,0.149,0.53,111.995,263787,https://i.scdn.co/image/ab67616d0000b273b81d66d1416afa139d12767b,2
All Night,The Vamps,81,0.631,0.927,9,-2.787,0,0.0332,0.199,0.119,0.148,0.465,123.962,222160,https://i.scdn.co/image/ab67616d0000b2738471bff5344bd04f60ac834a,2
I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN,69,0.475,0.124,2,-9.463,1,0.0444,0.926,0.0,0.0972,0.19,94.42,207310,https://i.scdn.co/image/ab67616d0000b27363d77f99117b28af9f656918,0
Let Me Love You,DJ Snake,82,0.823,0.544,5,-7.132,1,0.0715,0.0215,0.00315,0.0966,0.664,149.903,186088,https://i.scdn.co/image/ab67616d0000b273212d776c31027c511f0ee3bc,2
Adventure of a Lifetime,Coldplay,78,0.73,0.861,1,-4.1,1,0.0451,0.39,0.0,0.213,0.704,117.965,196613,https://i.scdn.co/image/ab67616d0000b2738ff7c3580d429c8212b9a3b6,2
This Is What You Came For (feat. Rihanna),Calvin Harris,79,0.647,0.823,2,-5.231,1,0.0762,0.0598,0.0,0.119,0.396,99.933,230333,https://i.scdn.co/image/ab67616d0000b273ef6ffbb26dc95b0ac7193a22,2
Perfect Strangers,Jonas Blue,59,0.751,0.857,1,-4.385,0,0.0752,0.31,0.0,0.0801,0.501,104.984,151999,https://i.scdn.co/image/ab67616d0000b2735b6bcc59c3562a6f362344c6,2
Perfect,One Direction,79,0.748,0.734,0,-6.499,1,0.124,0.524,1.15e-05,0.0975,0.368,97.753,80081,https://i.scdn.co/image/ab67616d0000b273ba5db46f4b838ef6027e6f96,2
Jalebi Baby (Tesher x Jason Derulo),Tesher,0,0.507,0.828,10,-6.023,1,0.0449,0.00711,2.44e-05,0.261,0.489,178.032,211295,https://i.scdn.co/image/ab67616d0000b273a56f3d8136a0690b75b419d8,2
Love Again,Dua Lipa,0,0.471,0.335,4,-8.767,0,0.0273,0.593,2.11e-05,0.297,0.111,145.252,243907,https://i.scdn.co/image/ab67616d0000b2734bc66095f8a70bc4e6593f4f,0
Hide (feat. Seezyn),Juice WRLD,82,0.474,0.631,5,-5.884,0,0.343,0.0687,0.0,0.132,0.425,180.051,189323,https://i.scdn.co/image/ab67616d0000b273e2e352d89826aef6dbd5ff8f,1
Disrespectful,Blueface,72,0.606,0.784,7,-6.293,1,0.268,0.435,0.0,0.689,0.48,80.985,278573,https://i.scdn.co/image/ab67616d0000b2730db43130a9aaa7bae56967ed,1
Crooked Smile (feat. TLC),J. Cole,81,0.504,0.788,3,-4.113,0,0.215,0.0134,0.0,0.363,0.228,170.039,186022,https://i.scdn.co/image/ab67616d0000b273c1bb124f993488cf21b269fc,1
Into Your Arms (feat. Ava Max),Witt Lowry,69,0.475,0.124,2,-9.463,1,0.0444,0.926,0.0,0.0972,0.19,94.42,207310,https://i.scdn.co/image/ab67616d0000b27378023ccce25da7ca56a479e9,0
Into Your Arms (feat. Ava Max) - BEAUZ Remix,Witt Lowry,69,0.475,0.124,2,-9.463,1,0.0444,0.926,0.0,0.0972,0.19,94.42,207310,https://i.scdn.co/image/ab67616d0000b27378023ccce25da7ca56a479e9,0
anxiety (with FRND),blackbear,59,0.563,0.555,2,-5.429,1,0.0288,0.11,1.02e-06,0.108,0.267,144.336,366253,https://i.scdn.co/image/ab67616d0000b273432d3776e465c18512b49ef8,2
Good Things Fall Apart vs. Sad Songs (With Said The Sky feat. Annika Wells),ILLENIUM,78,0.528,0.511,3,-8.144,1,0.0324,0.126,0.0,0.101,0.351,100.1,209880,https://i.scdn.co/image/ab67616d0000b273f6eb07b8e8fd583096a9892b,0
If You Love Her,Forest Blakk,0,0.69,0.809,2,-4.198,1,0.0603,0.524,0.0,0.147,0.864,123.912,190800,https://i.scdn.co/image/ab67616d0000b2739cd7412bd995a12a2cee1566,2
Take Me To Church,Hozier,76,0.423,0.634,6,-5.877,0,0.0578,0.196,0.0,0.189,0.467,150.978,195840,https://i.scdn.co/image/ab67616d0000b2737a9bf5f82e32d33d4503fe7b,2
Takeaway,The Chainsmokers,80,0.749,0.461,10,-2.961,0,0.0416,0.0516,6.24e-06,0.0738,0.42,139.02,204887,https://i.scdn.co/image/ab67616d0000b2735e90ff76fd49a23f7333de76,2
Call You Mine,The Chainsmokers,0,0.658,0.791,8,-4.66,1,0.0512,0.102,0.0,0.139,0.744,75.017,186227,https://i.scdn.co/image/ab67616d0000b2735e90ff76fd49a23f7333de76,2
If I Can't Have You,Shawn Mendes,3,0.618,0.725,5,-4.952,1,0.0479,0.255,0.0,0.424,0.242,88.982,144546,https://i.scdn.co/image/ab67616d0000b273c820f033bd82bef4355d1563,2
Lily,Alan Walker,60,0.356,0.661,11,-9.818,1,0.0633,0.129,0.0,0.114,0.551,99.951,193187,https://i.scdn.co/image/ab67616d0000b273a108e07c661f9fc54de9c43a,2
Teeth,5 Seconds of Summer,0,0.523,0.607,1,-4.754,0,0.03,0.512,0.0,0.106,0.0651,145.837,217867,https://i.scdn.co/image/ab67616d0000b273726005f0f81903e157d9dbc7,0
Hate Me,Ellie Goulding,85,0.595,0.784,1,-4.878,1,0.102,0.216,0.0,0.0608,0.479,124.111,183726,https://i.scdn.co/image/ab67616d0000b273dc854e032e8588d5e75eebc6,2
Better Days,OneRepublic,87,0.721,0.738,7,-4.77,1,0.0403,0.00226,4.41e-06,0.118,0.637,119.976,154983,https://i.scdn.co/image/ab67616d0000b27359a3d5c459ba5c91486f6157,2
Do You Mean,The Chainsmokers,0,0.471,0.335,4,-8.767,0,0.0273,0.593,2.11e-05,0.297,0.111,145.252,243907,https://i.scdn.co/image/ab67616d0000b273f46b9d202509a8f7384b90de,0
Want You Back,5 Seconds of Summer,67,0.614,0.605,0,-5.63,1,0.0319,0.21,0.0,0.162,0.333,127.099,217867,https://i.scdn.co/image/ab67616d0000b27341aa6776dc15fbd71a2b4557,2
One More Day (with Chandler Leighton),Jason Ross,89,0.776,0.78,10,-4.374,0,0.128,0.0622,0.0,0.081,0.666,124.949,204347,https://i.scdn.co/image/ab67616d0000b2734b9f3b34399b7ae4cc7a45be,2
In the End,Linkin Park,81,0.421,0.873,10,-4.343,1,0.0564,0.0654,0.0,0.123,0.629,84.786,202533,https://i.scdn.co/image/ab67616d0000b273e2f039481babe23658fc719a,2
Believer,Imagine Dragons,69,0.279,0.742,4,-6.46,0,0.0898,0.000185,0.0,0.593,0.328,189.868,231013,https://i.scdn.co/image/ab67616d0000b2735675e83f707f1d7271e5cf8a,1
Radioactive,Imagine Dragons,0,0.523,0.607,1,-4.754,0,0.03,0.512,0.0,0.106,0.0651,145.837,217867,https://i.scdn.co/image/ab67616d0000b273407bd04707c463bbb3410737,0
Centuries,Fall Out Boy,0,0.471,0.335,4,-8.767,0,0.0273,0.593,2.11e-05,0.297,0.111,145.252,243907,https://i.scdn.co/image/ab67616d0000b2733cf1c1dbcfa3f1ab7282719b,0
Hall of Fame (feat. will.i.am),The Script,85,0.595,0.784,1,-4.878,1,0.102,0.216,0.0,0.0608,0.479,124.111,183726,https://i.scdn.co/image/ab67616d0000b2732e3049fef96abebf336b7366,2
Animals,Maroon 5,87,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977,233713,https://i.scdn.co/image/ab67616d0000b27337677af5b4f23fe9dc8a3c04,2
"Tchaikovsky: Swan Lake, Op. 20, Act 2: Scene (Moderato)",Pyotr Ilyich Tchaikovsky,87,0.76,0.479,2,-5.574,1,0.0466,0.556,0.0,0.0703,0.913,89.911,158040,https://i.scdn.co/image/ab67616d0000b2731d9c6602aa95abd8c5b146da,2
Hero (feat. Christina Perri),Cash Cash,70,0.621,0.907,2,-3.923,1,0.0474,0.091,0.0,0.067,0.884,128.056,233693,https://i.scdn.co/image/ab67616d0000b2738058c873c88c1740994a9182,2
Goodbye To A World,Porter Robinson,91,0.593,0.503,8,-6.725,0,0.22,0.293,0.0,0.405,0.71,178.781,137704,https://i.scdn.co/image/ab67616d0000b2731f675e7b8bae408653346dd9,1
Magic in the Air (feat. Ahmed Chawki),Magic System,72,0.635,0.554,2,-3.975,0,0.0343,0.134,0.0,0.116,0.315,156.822,196147,https://i.scdn.co/image/ab67616d0000b273e2c130193d338ac38c24322d,2
telepatía,Kali Uchis,80,0.772,0.878,2,-4.22,1,0.324,0.0301,2.18e-06,0.251,0.305,61.311,135747,https://i.scdn.co/image/ab67616d0000b273044a5466dac00f7b3c570b99,1
E-ER (feat. Lil Yachty),DJ Scheme,80,0.706,0.625,0,-7.426,1,0.0314,0.0417,0.0,0.129,0.225,142.948,242181,https://i.scdn.co/image/ab67616d0000b27362700bbd5fe234b42d40b63c,2
Ex Bitch,XXXTENTACION,90,0.442,0.612,2,-7.222,1,0.112,0.584,5.7e-06,0.37,0.178,180.917,215507,https://i.scdn.co/image/ab67616d0000b273e97516a0d9b58cff7df931a9,1
Ga$ Money,Xavy Rusan,85,0.713,0.676,10,-5.483,1,0.027,0.0377,0.0,0.154,0.721,99.048,227395,https://i.scdn.co/image/ab67616d0000b27382e0f1a09504231fa90bceb1,2
Yonaguni,Bad Bunny,84,0.646,0.795,9,-3.293,1,0.0976,0.0319,0.0,0.267,0.796,89.99,210960,https://i.scdn.co/image/ab67616d0000b27364afd6879102d03460bd3ad9,2
Need To Know,Doja Cat,80,0.706,0.625,0,-7.426,1,0.0314,0.0417,0.0,0.129,0.225,142.948,242181,https://i.scdn.co/image/ab67616d0000b273be841ba4bc24340152e3a79a,2
The Business,Tiësto,81,0.504,0.788,3,-4.113,0,0.215,0.0134,0.0,0.363,0.228,170.039,186022,https://i.scdn.co/image/ab67616d0000b273f461bbc21a9bcec43a926973,1
MONTERO (Call Me By Your Name),ASKØ,84,0.646,0.795,9,-3.293,1,0.0976,0.0319,0.0,0.267,0.796,89.99,210960,https://i.scdn.co/image/ab67616d0000b273664034dd80e91b28f773598d,2
Tokyo Drift,Jenil,80,0.706,0.625,0,-7.426,1,0.0314,0.0417,0.0,0.129,0.225,142.948,242181,https://i.scdn.co/image/ab67616d0000b273aac3b3863e8f7a43a9b65a19,2
Wants and Needs (feat. Lil Baby),Drake,91,0.593,0.503,8,-6.725,0,0.22,0.293,0.0,0.405,0.71,178.781,137704,https://i.scdn.co/image/ab67616d0000b2738b20e4631fa15d3953528bbc,1
